BVGM#,Label,Game Title,Piece Title,Composer(s),Platform,Year of release,YouTube URL
2095,Best VGM 2095,Marvel vs. Capcom: Clash of Super Heroes,Theme of Gambit,"Masato Kouda, Yuko Takehara","Arcade, Dreamcast, Playstation",1998,https://www.youtube.com/watch?v=UjzPJQZQ7Zw
2096,Best VGM 2096,Mega Man X2,Magna Centipede Stage,Yuki Iwai,SNES,1995,https://www.youtube.com/watch?v=xpnQFtJS-Kk
2097,,,,,,,
2098,Best VGM 2098,Tengai Makyou II: Manji Maru,Opening (Space),"Joe Hisaishi, Yasuhiko Fukuda",PC Engine [Japan Only],1992,https://www.youtube.com/watch?v=CU-kRrjBmLI
2099,Best VGM 2099,Shin Megami Tensei: Liberation Dx2,Battle,"Saori Yoshida, Chihiro Aoki",Mobile,2018,https://www.youtube.com/watch?v=hggmWxy7riY
2100,Best VGM 2100,DuckTales,The Moon,Hiroshige Tonomura,NES,1989,https://www.youtube.com/watch?v=TjvZMNxB2HA
2101,Best VGM 2101,Rhapsody: A Musical Adventure,Mother's Lullaby,Tenpei Sato,"Playstation, DS",2000,https://www.youtube.com/watch?v=c06KO1dvUxw
2102,Best VGM 2102,Black Sigil: Blade of the Exiled,Subterrainean Sortie,Jan Morgenstern,DS,2009,https://www.youtube.com/watch?v=2peSy1WZKuo
2103,Best VGM 2103,Moonglow Bay,Welcome to Moonglow Bay,Lena Raine,"Xbox One, Xbox Series X/S, PC",2021,https://www.youtube.com/watch?v=HWDgZfnToNs
2104,Best VGM 2104,I Am Bread,Kitchen,"Black Heron, Oliver Age 24","PC, Playstation 4, Xbox One, Mobile",2015,https://www.youtube.com/watch?v=LoBRqYQeTF8
2105,Best VGM 2105,Jak II,Bouncing Boulders,"Josh Mancell, Larry Hopkins",Playstation 2,2003,https://www.youtube.com/watch?v=ZJf8JW-NuI4
2106,Best VGM 2106,Bomberman Generation,Tako Desert,Shohei Bando,GameCube,2002,https://www.youtube.com/watch?v=r7yubfvh5Gw
2107,Best VGM 2107,Phantasy Star Online,For Eternal Story,"Hideaki Kobayashi, Fumie Kumatani",Dreamcast,2001,https://www.youtube.com/watch?v=5gioShue2bM
2108,Best VGM 2108,God of War III,Poseidon's Wrath,"Gerard Marino, Cris Velasco, Ron Fish, Mike Reagan, Jeff Rona","Playstation 3, Playstation 4",2010,https://www.youtube.com/watch?v=5IHlJ_E2Aic
2109,Best VGM 2109,Xenosaga Episode III: Also sprach Zarathustra,The Battle for Your Soul,Yuki Kajiura,Playstation 2,2006,https://www.youtube.com/watch?v=qxR3hZIuZfE
2110,,,,,,,
2111,,,,,,,
2112,Best VGM 2112,Puzzle: Star Sweep,Chinese Children,Mitsuhiro Arisaka,Playstation,2001,https://www.youtube.com/watch?v=bVy8-h8Ze0s
2113,Best VGM 2113,StarCraft,Terran Theme 1,"Derek Duke, Jason Hayes, Glenn Stafford, Tracy W. Bush",PC,1998,https://www.youtube.com/watch?v=k3tq4uaMgPo
2114,,,,,,,
2115,Best VGM 2115,Shin Megami Tensei: Persona,Daily Life,"Hidehito Aoki, Misaki Okibe, Kenichi Tsuchiya, Shoji Meguro",PSP,2009,https://www.youtube.com/watch?v=2M1ceRhZnLw
2116,Best VGM 2116,Crystal Crisis,Cave Story Theme,"UMI☆KUUN, Toshihiro Ogihara","Playstation 4, Switch, PC",2019,https://www.youtube.com/watch?v=dbONavfAa80
2117,Best VGM 2117,Enter the Gungeon,Abbey or Die,Doseone,"Playstation 4, Xbox One, Switch, PC",2016,https://www.youtube.com/watch?v=eHcbRT7NHJ0
2118,Best VGM 2118,Izuna 2: The Unemployed Ninja Returns,Amakusa Cave,Keisuke Oku,DS,2008,https://www.youtube.com/watch?v=MH0DsLgDHmo
2119,,,,,,,
2120,Best VGM 2120,Sly Cooper and the Thievius Raccoonus,The Swamp's Dark Center,Ashif Hakik,Playstation 2,2002,https://www.youtube.com/watch?v=XCY5NA15YVw
2121,Best VGM 2121,Killer Instinct,Sabrewulf Theme,"Robin Beanland, Graeme Norgate","Arcade, SNES",1994,https://www.youtube.com/watch?v=4KxD2EcU38M
2122,Best VGM 2122,Sweet Home,Battle Theme,Junko Tamiya,Famicom,1989,https://www.youtube.com/watch?v=673lz_94yrs
2123,Best VGM 2123,Fear Effect 2: Retro Helix,Underground Aqueduct System,David Rovin,Playstation,2001,https://www.youtube.com/watch?v=nxppOZlgX3I
2124,,,,,,,
2125,Best VGM 2125,The Dark Bedroom,Disney's Magical Mirror Starring Mickey Mouse [2002],Seiko Kobuchi,GameCube,,https://www.youtube.com/watch?v=_8cRH5uhFkw
2126,Best VGM 2126,American McGee's Alice,Village of the Doomed,Chris Vrenna,PC,2000,https://www.youtube.com/watch?v=KJt0PGv0wJo
2127,Best VGM 2127,Turnip Boy Commits Tax Evasion,Ghastly Grave,"James Currier, Ryan Borbone","PC, Switch, Xbox One, Mobile",2021,https://www.youtube.com/watch?v=rBnCJgJPitU
2128,Best VGM 2128,Astro Bot: Rescue Mission,What Was That (Scary Cave),Kenneth C.M. Young,Playstation 4,2018,https://www.youtube.com/watch?v=NPL0VWxMW5s
2129,,,,,,,
2130,,,,,,,
2131,Best VGM 2131,Dragon Ball Z: Budokai Tenkaichi 2,Lonesome Wind,Takanori Arima,"Playstation 2, Wii",2006,https://www.youtube.com/watch?v=Irhc9Ef41ME
2132,Best VGM 2132,Halo: Combat Evolved,Covenant Dance,"Martin O'Donnell, Michael Salvatori","Xbox, PC",2001,https://www.youtube.com/watch?v=HH2Mty5kaoQ
2133,,,,,,,
2134,Best VGM 2134,Spyro: Year of the Dragon,Buzz's Dungeon,"Stewart Copeland, Ryan Beveridge",Playstation,2000,https://www.youtube.com/watch?v=v5sO-PGoavY
2135,,,,,,,
2136,,,,,,,
2137,Best VGM 2137,Atelier Meruru: The Apprentice of Arland,Astral Blader,"Daisuke Achiwa, Kazuki Yanagawa, Ken Nakagawa, Miyoko Kobayashi",Playstation 3,2012,https://www.youtube.com/watch?v=kzfQzHcZY1k
2138,Best VGM 2138,Red Dead Redemption II,The Housebuilding Song,"Woody Jackson, David Ferguson","Playstation 4, Xbox One, PC",2018,https://www.youtube.com/watch?v=j26pkjKPdnM
2139,Best VGM 2139,Ninja Gaiden III: The Ancient Ship of Doom,Entry to Castle Rock,"Hiroshi Miyazaki, Kaori Nakabai, Rika Shigeno",NES,1991,https://www.youtube.com/watch?v=vlWGvVoWwmI
2140,Best VGM 2140,Rune Factory: A Fantasy Harvest Moon,Gigant Mountain,Tomoko Morita,DS,2007,https://www.youtube.com/watch?v=HdJys5KUMgQ
2141,Best VGM 2141,River City Girls Zero,Here Come the River City Girls,"Megan McDuffee, RichaadEB","Switch, Playstation 4, Playstation 5, Xbox One, Xbox Series X/S, PC",2022,https://www.youtube.com/watch?v=-2bq1BgWnsU
2142,Best VGM 2142,Samurai Warriors,Preparing the Body,"Hidehisa Nakazono, Ippo Igarashi, Kenji Nakajo, Mari Yoshida, MASA, Masato Koike, Shinichiro Nakamura, Yasuhiro Masawa, Michihiko Shichi, Julien Cook","Playstation 2, Xbox",2004,https://www.youtube.com/watch?v=_W8u1bCh-e8
2143,Best VGM 2143,The Binding of Isaac: Rebirth - Afterbirth DLC ),Cerebrum Dispersio,"Matthias Bossi, Jon Evans","PC, Playstation 4, Xbox One",2015,https://www.youtube.com/watch?v=2BvSD1wJfJA
2144,Best VGM 2144,Shin Megami Tensei Nine,Battle L Neutral,"Takahiro Ogata, Masaki Kurokawa, Kenichi Tsuchiya",Xbox [Japan Only],2002,https://www.youtube.com/watch?v=cGtp2RQY58o
2145,Best VGM 2145,Legend of Legaia,Barren Fields of Mist,Michiru Oshima,Playstation,1999,https://www.youtube.com/watch?v=lDIsQoa236s
2146,Best VGM 2146,Ecco the Dolphin: Defender of the Future,Hanging Waters,"Tim Follin, Attila Heger","Dreamcast, Playstation 2",2000,https://www.youtube.com/watch?v=CQzdJ_0nzA4
2147,Best VGM 2147,Yo-Kai Watch 3 (2019],Vs. 'Merican Yo-Kai,Kenichiro Saigo,3DS,,https://www.youtube.com/watch?v=2MK7JDUSuDs
2148,Best VGM 2148,Atelier Rorona Plus: The Alchemist of Arland,Flash Frost,Ken Nakagawa,"Playstation 3, Vita",2014,https://www.youtube.com/watch?v=nDBToMuc7rE
2149,Best VGM 2149,Assassin's Creed Valhalla,"Jarls, Karls, and Thralls","Jesper Kyd, Sarah Schachner, Einar Selvik","Playstation 4, Playstation 5, Xbox One, Xbox Series X/S, PC",2020,https://www.youtube.com/watch?v=uN8dT9SvuHI
2150,Best VGM 2150,The Munchables,Panic Restaurant,"Masashi Sugiyama, Ayako Yamaguchi, Akira Yamasaki, Yasumasa Yamada",Wii,2009,https://www.youtube.com/watch?v=GDV9MaWU7tU
2151,Best VGM 2151,Contact,The Ship Set Sail,"Masafumi Takada, Jun Fukuda",DS,2006,https://www.youtube.com/watch?v=WmWrLyhKPYY
2152,Best VGM 2152,Everhood,Revenge,Chris Nordgren,"Switch, PC",2021,https://www.youtube.com/watch?v=PGGPFXXN6MI
2153,Best VGM 2153,Blue Archive,Shady Girls,"Mitsukiyo, Karut, Nor",Mobile,2021,https://www.youtube.com/watch?v=QNHWjhPxd5Y
2154,Best VGM 2154,Forza Motorsport 7,Burnouts,"Kaveh Cohen, Michael Nielsen","Xbox One, PC",2017,https://www.youtube.com/watch?v=bXHQ-rK9JZQ
2155,Best VGM 2155,Mega Man: The Wily Wars,Mega Man 2 - Dr. Wily Stage 1,Kinuyo Yamashita,Mega Drive [JP & EU Only],1994,https://www.youtube.com/watch?v=IjB8nkX75ZU
2156,Best VGM 2156,Brandish,Magic Duel,"Tenmon, Mieko Ishikawa",SNES,1995,https://www.youtube.com/watch?v=2wjam6bBr2c
2157,,,,,,,
2158,Best VGM 2158,Etrian Odyssey Untold: The Millennium Girl,Strife - First Strike,Yuzo Koshiro,3DS,2013,https://www.youtube.com/watch?v=fNCvSiN6mw8
2159,Best VGM 2159,Velocity 2X,Rekenium,Joris de Man,"Playstation 4, Vita, Xbox One, Switch, PC",2014,https://www.youtube.com/watch?v=fLciHzNbZd8
2160,Best VGM 2160,Crash Bandicoot 4: It's About Time,A Hole in Space,Walter Mair,"Playsation 4, Playstation 5, Xbox One, Xbox Series X/S, Switch, PC",2020,https://www.youtube.com/watch?v=JPKg_uKGHDU
2161,,,,,,,
2162,Best VGM 2162,Bucky O'Hare,Center of Magma Tanker,Tomoko Sumiyama,NES,1992,https://www.youtube.com/watch?v=zeTh0mEdTHU
2163,,,,,,,
2164,Best VGM 2164,Folklore,Solitude,"Kenji Kawai, Shinji Hosoe, Ayako Saso, Hiroto Saitoh",Playstation 3,2007,https://www.youtube.com/watch?v=JmGgLelT5zM
2165,Best VGM 2165,Tekken: Dark Resurrection,Estrada de Estrela,"Akitaka Tohyama, Tetsukazu Nakanishi, Yoshihito Yano, Yuu Miyake, Junichi Nakatsuru, Satoru Kosaki, Rio Hamamoto, Keiichi Okabe, Ryuichi Takada, Kohta Takahashi, Kazuhiro Nakamura, Keiki Kobayashi, Nobuyoshi Sano, Hiroshi Okubo, Go Shiina, Katsuro Tajima, Tetsuya Uchida",PSP,2006,https://www.youtube.com/watch?v=KrUpUubzrX0
2166,Best VGM 2166,Etrian Odyssey III: The Drowned City,Battlefield - Those Who Fall,Yuzo Koshiro,DS,2010,https://www.youtube.com/watch?v=MF-989nPv7o
2167,Best VGM 2167,Ken Griffey Jr.'s Winning Run,Game Lost,Eveline Fischer,SNES [North America Only],1996,https://www.youtube.com/watch?v=B6BuqJCfX6o
2168,Best VGM 2168,Boktai 2: Solar Boy Django,Desert,"Norihiko Hibino, Shuichi Kobori, Masashi Watanabe,",Game Boy Advance,2004,https://www.youtube.com/watch?v=lUwUoRe11AY
2169,Best VGM 2169,Stella Glow,Volt Shower (Popo's 2nd Song),"Shunsuke Tsuchiya, Yasunori Mitsuda",3DS,2015,https://www.youtube.com/watch?v=tmuA-9DRi_0
2170,Best VGM 2170,World Heroes 2 Jet,Blue Edge,"Hideki Yamamoto, Hiroaki Shimizu, Yuka Watanabe","Neo Geo, Arcade",1994,https://www.youtube.com/watch?v=xUKere49pOU
2171,Best VGM 2171,Sonic the Hedgehog,Radical Train -The Chase-,"Hideaki Kobayashi, Tomoya Ohtani, Mariko Nanba, Taihei Sato, Takahito Eguchi","Xbox 360, Playstation 3",2006,https://www.youtube.com/watch?v=GB8i-QlbV-I
2172,,,,,,,
2173,Best VGM 2173,Syphon Filter,Georgia Street,Chuck Doud,Playstation,1999,https://www.youtube.com/watch?v=U7ZX2n9RvaE
2174,,,,,,,
2175,Best VGM 2175,Viva Pinata: Party Animals,Frosty!,"Cedar Jones, Gavin Parker, George Stamatiadis, Peter Wayne",Xbox 360,2007,https://www.youtube.com/watch?v=eCID2u3pIHs
2176,Best VGM 2176,Atelier Iris: Eternal Mana,Small Workshop,"Daisuke Achiwa, Ken Nakagawa, Akira Tsuchiya",Playstation 2,2005,https://www.youtube.com/watch?v=E418S687FhU
2177,Best VGM 2177,Dustforce,It's Not Supposed to be Snowing,Terence Lee,"PC, Vita, Playstation 3, Xbox 360",2012,https://www.youtube.com/watch?v=mWPG2jhl7QY
2178,Best VGM 2178,ActRaiser,North Wall,Yuzo Koshiro,SNES,1991,https://www.youtube.com/watch?v=5lOPujjw6Xc
2179,Best VGM 2179,Mega Man Zero 3,Trail on Powdery Snow,"Ippo Yamada, Masaki Suzuki, Tsutomu Kurihara, Luna Umegaki",Game Boy Advance,2004,https://www.youtube.com/watch?v=m7WnzYVXRI8
2180,,,,,,,
2181,,,,,,,
2182,Best VGM 2182,Battlefield: Bad Company 2,Snowy Mountain,"Mikael Karlsson, Joel Eriksson","Playstation 3, Xbox 360, PC",2010,https://www.youtube.com/watch?v=GxXT23h1_8Y
2183,Best VGM 2183,Sly Cooper: Thieves in Time,Hippos on Ice,Peter McConnell,"Playstation 3, Vita",2013,https://www.youtube.com/watch?v=ksZrN0Qywqc
2184,Best VGM 2184,Sonic Runners,Fiery Passion,Tomoya Ohtani,Mobile,2015,https://www.youtube.com/watch?v=RdQyNZeA4m0
2185,Best VGM 2185,Scribblenauts Unlimited,Edwin's Farm,David Franco,"Wii U, 3DS, PC, Mobile",2012,https://www.youtube.com/watch?v=nUsxeuVfkHg
2186,,,,,,,
2187,,,,,,,
2188,Best VGM 2188,Loop Hero,Cosmic Temperance,Aleksandr “Blinch” Goreslavets,"PC, Switch",2021,https://www.youtube.com/watch?v=5B1CYrxAbek
2189,Best VGM 2189,Wild Guns,Desolation Canyon,"Hiroyuki Iwatsuki, Haruo Ohashi",SNES,1995,https://www.youtube.com/watch?v=iMidkjnblf8
2190,Best VGM 2190,Pac-Pix,Chapter 2,Kawagen,DS,2005,https://www.youtube.com/watch?v=XP2MiEr7OvE
2191,,,,,,,
2192,Best VGM 2192,Buck Bumble,Title,Richard Griffiths,Nintendo 64,1998,https://www.youtube.com/watch?v=VHHhAgsnz1I
2193,Best VGM 2193,Neo Bomberman,World 1,Now Production,Arcade,1997,https://www.youtube.com/watch?v=3eDelTKqtgI
2194,Best VGM 2194,Legend of the River King 2,Rain,-Unknown-,Game Boy Color,2001,https://www.youtube.com/watch?v=4wpPRxGmC-0
2195,Best VGM 2195,Ys: Memories of Celceta,The Great Forest of Celceta,"Hayato Sonoda, Takahiro Unisuga, Saki Momiyama, Tomokatsu Hagiuda","Vita, PC, Playstation 4",2013,https://www.youtube.com/watch?v=5Y6AfOruRdU
2196,,,,,,,
2197,,,,,,,
2198,Best VGM 2198,Left4Dead 2,Re: Your Brains,Mike Morasky,"Xbox 360, PC",2009,https://www.youtube.com/watch?v=U3wDoRQ5eNg
2199,Best VGM 2199,Magic Pengel: The Quest for Color,The Farthest Town,Zuntata,Playstation 2,2003,https://www.youtube.com/watch?v=g8Q13_Zclxs
2200,Best VGM 2200,Stardew Valley,Winter (Nocturne of Ice),"Eric ""ConcernedApe"" Barone","PC, Playstation 4, Xbox One, Switch",2016,https://www.youtube.com/watch?v=I3yl1UmepBw
2201,Best VGM 2201,Atelier Ayesha: The Alchemist of Dusk ),Very Distant Place,"Daisuke Achiwa, Kazuki Yanagawa, Yu Shimoda","Playstation 3, Vita [Plus], Playstation 4, Switch, PC [DX]",2013,https://www.youtube.com/watch?v=s8uwWJX8bhA
2202,Best VGM 2202,Mega Man 8,Wood Man,Shusaku Uchiyama,Saturn,1997,https://www.youtube.com/watch?v=W41536hzHrs
2203,Best VGM 2203,Frogger 2: Swampy's Revenge,Graveyard Garden,Andrew Morris,"Dreamcast, PC, Playstation",2000,https://www.youtube.com/watch?v=ogNP4UbgFj4
2204,,,,,,,
2205,,,,,,,
2206,Best VGM 2206,Sonic & All-Stars Racing Transformed,Carrier Zone,Richard Jacques,"Playstation 3, Vita, Wii U, 3DS, Xbox 360, PC, Mobile",2012,https://www.youtube.com/watch?v=IBl57NH0cqc
2207,Best VGM 2207,Ecco: The Tides of Time,Tube of Medusa,"Attila Dobos, András Magyari, Andy Armer",Genesis,1994,https://www.youtube.com/watch?v=lV3JzObn-YM
2208,,,,,,,
2209,Best VGM 2209,7th Dragon 2020,Shibuya - Mitsurin Koukou,Yuzo Koshiro,PSP [Japan Only],2011,https://www.youtube.com/watch?v=Sgv6DgSsKFw
2210,Best VGM 2210,Megadimension Neptunia VII,Encounter of Fate,"Kenji Kaneko, Yoshitaka Hiroda, Takeshi Toriumi, Tsutomu Narita, Chihiro Fujioka, Takeshi Abo, Nobuo Uematsu","Playstation 4, PC, Switch",2016,https://www.youtube.com/watch?v=xfezS07yDeI
2211,Best VGM 2211,Dead or Alive 4,Zany Zapper,"Makoto Hosoi, Takafumi Inamori, Ryo Koike, Hiroyuki Akiyama, Takumi Saito, Hiro Nagasawa",Xbox 360,2005,https://www.youtube.com/watch?v=8l5opXsU6hc
2212,Best VGM 2212,Harvest Moon: A Wonderful Life,Summer Memories,Hiroshi Nakajima,"GameCube, Playstation 2",2004,https://www.youtube.com/watch?v=BYIuYxUIxZ4
2213,,,,,,,
2214,Best VGM 2214,Blinx: The Time Sweeper,Hourglass Caves,"Mariko Nanba, Keiichi Sugiyama",Xbox,2002,https://www.youtube.com/watch?v=iCOyRRjVKIA
2215,,,,,,,
2216,,,,,,,
2217,Best VGM 2217,Ni no Kuni: Wrath of the White Witch,The Fairyground,Joe Hisaishi,"Playstation 3, Playstation 4, PC, Switch",2013,https://www.youtube.com/watch?v=jL7pqGusAKM
2218,Best VGM 2218,Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy,The Meander of the Thames,Tomohito Nishiura,"3DS, Switch, PC",2017,https://www.youtube.com/watch?v=4ghFfE6IP1E
2219,Best VGM 2219,Two Point Hospital,Come on In,"Phil French, Tom Puttick, Jack Le Breton","PC, Playstation 4, Xbox One, Switch",2018,https://www.youtube.com/watch?v=O_zCLmBqGCo
2220,Best VGM 2220,Shadow Hearts,Star Shape,"Yoshitaka Hirota, Masaharu Iwata, Yasunori Mitsuda",Playstation 2,2001,https://www.youtube.com/watch?v=hnCLeupfURA
2221,Best VGM 2221,Rayman,Mr. Dark's Dare,"Remi Gazel, Didier Lord, Stephane Bellanger","Playstation, Jaguar, Saturn, PC",1995,https://www.youtube.com/watch?v=V43xY0t6cZU
2222,Best VGM 2222,Gears of War 3,Finally A Tomorrow,Steve Jablonsky,Xbox 360,2011,https://www.youtube.com/watch?v=AegQlWv7ays
2223,Best VGM 2223,Ys: The Oath in Felghana,Sealed Time,,PSP,2010,https://www.youtube.com/watch?v=eCxW_VksDxc
2224,Best VGM 2224,Elemental Master,Setting Out (Staff Roll),Toshiharu Yamanishi,Genesis,1993,https://www.youtube.com/watch?v=Lje93JUFcuA
2225,Best VGM 2225,Touch My Katamari,Hello World,Hiroshi Okubo,Vita,2012,https://www.youtube.com/watch?v=jzP3wi6Vph4
2226,Best VGM 2226,U.N. Squadron,Front Line Base,"Manami Matsumae, Mari Yamaguchi, Takashi Tateishi",SNES,1992,https://www.youtube.com/watch?v=66qK_eAR4mY
2227,Best VGM 2227,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!!,Party in the Clouds,Jake Kaufman,"DS, 3DS",2012,https://www.youtube.com/watch?v=dmLnJ1Lp3PA
2228,Best VGM 2228,Guacamelee!,Desierto Caliente,"Rom Di Prisco, Peter Chapman","Playstation 3, Playstation Vita, PC",2013,https://www.youtube.com/watch?v=7G5ddOLrGTA
2229,Best VGM 2229,Guilty Gear: Dust Strikers,Noontide,"Ryo Kasai, Kennosuke Suemura",DS,2006,https://www.youtube.com/watch?v=yMd5UoIfNA8
2230,Best VGM 2230,Roller Coaster Tycoon 3,Bermuda Shorts,Alistair Lindsay,PC,2004,https://www.youtube.com/watch?v=v2mpNgJYxEw
2231,Best VGM 2231,Shin Megami Tensei: Digital Devil Saga,Spider's String - The Second Movement,Shoji Meguro,Playstation 2,2005,https://www.youtube.com/watch?v=IsbQ1R2GI8I
2232,,,,,,,
2233,Best VGM 2233,Skullgirls,Paved With Good Intentions,"Michiru Yamane, Brenton Kossak, Blaine McGurty","Playstation 3, Xbox 360, PC",2012,https://www.youtube.com/watch?v=mWjD5afk5J4
2234,Best VGM 2234,The King of Fighters 2002: Unlimited Match,Nameless Theme,Masahiko Hataya (Papaya),Xbox 360,2010,https://www.youtube.com/watch?v=xnPYaH6PY78
2235,Best VGM 2235,Sonic the Hedgehog,Green Hill Zone,Masato Nakamura,Genesis,1991,https://www.youtube.com/watch?v=jmDqgDQQdPU
2236,Best VGM 2236,Super Bomberman R,Boss - Dastardly Bomber,"Seima Iwahashi, Daisuke Kikuta","Switch, Playstation 4, Xbox One, PC",2017,https://www.youtube.com/watch?v=ON_46rdPXMI
2237,Best VGM 2237,LittleBigPlanet 2,Desperate Romantics,"Kenneth C.M. Young, Paul Thomson, Richard Jacques, inifred Phillips, Baiyon, Keith Tenniswood, Daniel Pemberton",Playstation 3,2011,https://www.youtube.com/watch?v=c_Vcqcu9Ol0
2238,,,,,,,
2239,Best VGM 2239,Shadow the Hedgehog,Gun Fortress,"Jun Senoue, Yutaka Minobe, Tomoya Ohtani, Mariko Nanba","Playstation 2, GameCube, Xbox",2005,https://www.youtube.com/watch?v=D5QtNj8mpnw
2240,Best VGM 2240,Mega Man Star Force: Leo/Pegasus/Dragon,Final Battleground,"Yoshino Aoki, Mitsuhiko Takano",DS,2007,https://www.youtube.com/watch?v=K-gU6yUpRv8
2241,Best VGM 2241,"Them's Fightin' Herds [2020 (PC), 2022 (PS4, PS5, XBOne, XBX, Switch)",The Capricorn,"Stuart Ferguson, Kare ""Whitetail"" Wade","PC, Playstation 4, Playstation 5, Xbox One, Xbox Series S/X, Switch",2020,https://www.youtube.com/watch?v=6Ue7VVLH-o4
2242,Best VGM 2242,Auto Modellista,In the Light,"Tetsuya Shibata, Isao Abe","Playstation 2, GameCube, Xbox",2003,https://www.youtube.com/watch?v=Ou3rBGWiVJk
2243,Best VGM 2243,Psyvariar 2: The Will to Fabricate,Eta,"Misako Tago, Takashi Egawano, Tetsuro Sato, Yuki Yoshino","Arcade, Dreamcast [Japan Only]",2003,https://www.youtube.com/watch?v=jZlD81LDDes
2244,Best VGM 2244,Castlevania Judgement,Dracula's Castle,Yasushi Asada,Wii,2008,https://www.youtube.com/watch?v=pAdKKjwLMt4
2245,Best VGM 2245,Cthulhu Saves the World,Existence Collapses,Gordon McNeil,"Xbox 360, PC, Mobile",2010,https://www.youtube.com/watch?v=Jdn7-qNJGzc
2246,Best VGM 2246,Dangun Feveron,Hello Mr. Cyborg,Nanpei Misawa,Arcade,1998,https://www.youtube.com/watch?v=J6vGBVWk6Cw
2247,Best VGM 2247,Shovel Knight Dig,Pest Friends,Jake Kaufman,"PC, Switch",2022,https://www.youtube.com/watch?v=a_itYJ0dTBw
2248,Best VGM 2248,Uncharted 4: A Thief's End,Cut to the Chase,Henry Jackman,Playstation 4,2016,https://www.youtube.com/watch?v=STGqZmoeHcc
2249,,,,,,,
2250,Best VGM 2250,Danganronpa 2: Goodbye Despair,Ms. Monomi's Practice Lesson,Masafumi Takada,Vita,2014,https://www.youtube.com/watch?v=iNYWdycVBWk
2251,Best VGM 2251,Ace Combat 7: Skies Unknown,Anchorhead Raid,"Keiki Kobayashi, Mitsuhiro Kitadani, Junichi Nakatsuru, Ryo Watanabe, Tetsukazu Nakanishi","Playstation 4, Xbox One, PC",2019,https://www.youtube.com/watch?v=wWe_64CqXjY
2252,Best VGM 2252,Outlaws,Anna's Theme,Clint Bajakian,PC,1997,https://www.youtube.com/watch?v=bpF7lCtXKYU
2253,Best VGM 2253,Cel Damage,Death Valley,Egg plant Productions,"Xbox, GameCube",2001,https://www.youtube.com/watch?v=gTV2lINsc5o
2254,Best VGM 2254,Lightning Legend: Daigo no Daibouken,Wisdom of Leaving,"Akira Yamaoka, Ohamo Kotetsu, Matamata, Hitofumi Ushima,",Playstation [Japan Only],1996,https://www.youtube.com/watch?v=lz9ozV5lbOQ
2255,Best VGM 2255,Pitfall: The Mayan Adventure,Lost City of Copan,"Ian Howe, Kelly Rogers, Scott Gershin",Sega CD,1994,https://www.youtube.com/watch?v=hR1-CPw9j20
2256,Best VGM 2256,Halo 4,Belly of the Beast,Neil Davidge,Xbox 360,2012,https://www.youtube.com/watch?v=m36uG7UI5js
2257,Best VGM 2257,Super Street Fighter IV,Theme of Vega,Hideyuki Fukasawa,"Playstation 3, Xbox 360",2010,https://www.youtube.com/watch?v=NEkguDE3BFg
2258,,,,,,,
2259,Best VGM 2259,Air Combat,Get Off Him,"Nobuhide Isayama, Masako Oogami",Playstation,1995,https://www.youtube.com/watch?v=DD28t5A8WgA
2260,Best VGM 2260,Ridge Racer 7,Shut Up Baby,"Ayako Saso, various artists",Playstation 3,2006,https://www.youtube.com/watch?v=hRz3MPhyefc
2261,Best VGM 2261,Headhunter,Jack's Theme,Richard Jacques,Playstation 2,2002,https://www.youtube.com/watch?v=eFv3mrUOkKs
2262,Best VGM 2262,Shin Megami Tensei IV: Apocalypse,Large Map,Ryota Kozuka,3DS,2016,https://www.youtube.com/watch?v=OpOTLqklrh8
2263,Best VGM 2263,PIzza Tower,The Death That I Deservioli,"Mr. Sauceman, ClascyJitto, Frostix",PC,2023,https://www.youtube.com/watch?v=1ey3uOpLP4A
